title;isbn;eisbn;pid
Judging Maria de Macedo;9780807137024;9780807138144;9780807138144
Lincoln and Citizens’ Rights in Civil War Missouri;9780807136935;9780807138250;9780807138250
The Lincoln Assassination Conspirators;9780807133965;9780807135044;9780807135044
Lincoln's Resolute Unionist;9780807131640;9780807148570;9780807148570
Literary Modernism and Beyond;9780807143674;9780807143889;9780807143889
Invisible Activists;9780807132210;9780807135761;9780807135761
Interpreting Social Violence in French Culture;9780807136867;9780807138113;9780807138113
Louisiana Culture from the Colonial Era to Katrina;9780807133378;9780807134856;9780807134856
The Louisiana Legislative Black Caucus;9780807140369;9780807140376;9780807140376
Look Away Dixieland;9780807137611;9780807139677;9780807139677
Intimate Enemies;9780807129623;9780807149652;9780807149652
John Washington's Civil War;9780807133026;9780807134313;9780807134313
Lincoln, the Cabinet, and the Generals;9780807136379;9780807137338;9780807137338
The Last Battle of the Civil War;9780807137741;9780807137758;9780807137758
Letters to My Father;9780807134009;9780807136768;9780807136768
The Fourth Ghost;9780807133835;9780807134801;9780807134801
From Rebellion to Revolution;9780807117682;9780807148129;9780807148129
Faithful Vision;9780807135297;9780807136560;9780807136560
Faulkner and the Discourses of Culture;9780807143681;9780807143858;9780807143858
Inside the Confederate Nation;9780807132319;9780807147962;9780807147962
Emancipating New York;9780807133682;9780807134658;9780807134658
Encyclopedia of Civil War Shipwrecks;9780807132746;9780807134245;9780807134245
Cruise of the Pintail;9780807139851;9780807139837;9780807139837
Democracy's Lawyer;9780807137420;9780807137420;9780807137420
Delaying the Dream;9780807137116;9780807134610;9780807134610
Organizing for War;9780807136799;9780807138120;9780807138120
A Politics of Understanding;9780807135174;9780807136591;9780807136591
Preaching Spanish Nationalism across the Hispanic Atlantic, 1759-1823;9780807139578;9780807139585;9780807139585
Six Poets from the Mountain South;9780807135600;9780807137550;9780807137550
The South's Tolerable Alien;9780807132128;9780807135730;9780807135730
Standing Against Dragons;9780807125755;9780807140192;9780807140192
Uncivil War;9780807143612;9780807143919;9780807143919
Views from the Dark Side of American History;9780807139028;9780807139035;9780807139035
When Freedom Would Triumph;9780807132500;9780807135440;9780807135440
A Wisconsin Yankee in Confederate Bayou Country;9780807134184;9780807135013;9780807135013
Winding through Time;9780807132531;9780807135778;9780807135778
An Unnatural Metropolis;9780807132005;9780807147818;9780807147818
We Were Merchants;9780807134498;9780807142233;9780807142233
U.S. Military Intervention in the Post-Cold War Era;9780807136423;9780807137499;9780807137499
The Southern Political Tradition;9780807144688;9780807144022;9780807144022
Still Fighting the Civil War;9780807129609;9780807147931;9780807147931
Sustaining Southern Identity;9780807140048;9780807140055;9780807140055
Seeds of Insurrection;9780807133651;9780807134672;9780807134672
Soldier of Southwestern Virginia;9780807132876;9780807148013;9780807148013
Randall Lee Gibson of Louisiana;9780807132340;9780807135723;9780807135723
The River Flows On;9780807133316;9780807148877;9780807148877
River of Dreams;9780807132333;9780807143070;9780807143070
Robert Penn Warren after Audubon;9780807134566;9780807136713;9780807136713
The Scary Mason-Dixon Line;9780807133958;9780807142547;9780807142547
The Prose Elegy;9780807133927;9780807135051;9780807135051
Race, Gender, and Comparative Black Modernism;9780807133644;9780807134870;9780807134870
Race, Labor, and Civil Rights;9780807133637;9780807134818;9780807134818
Race, Nation, and West Indian Immigration to Honduras, 1890-1940;9780807135570;9780807137482;9780807137482
Our Minds on Freedom;9780807134931;9780807136621;9780807136621
Overtones of Opera in American Literature from Whitman to Wharton;9780807134917;9780807136751;9780807136751
Lovers and Beloveds;9780807132463;9780807149089;9780807149089
Moroccan Households in the World Economy;9780807133729;9780807134641;9780807134641
Mosquito Soldiers;9780807135617;9780807137376;9780807137376
Murder in the Métro;9780807145616;9780807137352;9780807137352
Ministers and Masters;9780807138861;9780807138878;9780807138878
The New Orleans of George Washington Cable;9780807133194;9780807134283;9780807134283
No Taint of Compromise;9780807132050;9780807148488;9780807148488
Nothing But Freedom;9780807132890;9780807135259;9780807135259
Old Hickory's Nephew;9780807132388;9780807135655;9780807135655
The New Orleans of Lafcadio Hearn;9780807132432;9780807135716;9780807135716
Negotiating in the Press;9780807135150;9780807136669;9780807136669
Lucy Somerville Howorth;9780807138755;9780807138762;9780807138762
Patriotic Envelopes of the Civil War;9780807136850;9780807137963;9780807137963
Peculiar Crossroads;9780807133354;9780807134276;9780807134276
The Plague Files;9780807143605;9780807134986;9780807134986
The Problem of Emancipation;9780807135594;9780807134634;9780807134634
Rites of August First;9780807143643;9780807135709;9780807135709
Rituals of Resistance;9780807137192;9780807135389;9780807135389
The South and the Politics of Slavery, 1828–1856;9780807107751;9780807142653;9780807142653
The South That Wasn't There;9780807136485;9780807138137;9780807138137
Sir William Berkeley and the Forging of Colonial Virginia;9780807134436;9780807137468;9780807137468
The Sugar Masters;9780807132470;9780807148518;9780807148518
Southern Writers;9780807131237;9780807148549;9780807148549
Treating the Trauma of the Great War;9780807134368;9780807136331;9780807136331
Voices from an Early American Convent;9780807134467;9780807142493;9780807142493
White Masculinity in the Recent South;9780807133149;9780807137673;9780807137673
William Faulkner, William James, and the American Pragmatic Tradition;9780807133156;9780807134238;9780807134238
Writing Blackness;9780807136447;9780807138151;9780807138151
Undaunted Radical;9780807135938;9780807137543;9780807137543
Troubled Commemoration;9780807143650;9780807137000;9780807137000
Steamboats and the Rise of the Cotton Kingdom;9780807138397;9780807138410;9780807138410
Tears of Rage;9780807133545;9780807135822;9780807135822
Thomas Dixon Jr. and the Birth of Modern America;9780807135327;9780807136638;9780807136638
Southern Outcast;9780807131787;9780807148952;9780807148952
Scottsboro;9780807132883;9780807135235;9780807135235
A Secession Crisis Enigma;9780807135914;9780807137390;9780807137390
Robert W. Tebbs, Photographer to Architects;9780807142189;9780807142196;9780807142196
The Saint-Domingue Plantation  or, The Insurrection;9780807133576;9780807149348;9780807149348
Race, Trauma, and Home in the Novels of Toni Morrison;9780807136492;9780807138175;9780807138175
Radical Spiritual Motherhood;9780807136942;9780807138205;9780807138205
Planting a Capitalist South;9780807135310;9780807136607;9780807136607
Mencken on Mencken;9780807135921;9780807137314;9780807137314
The Mexican War Diary and Correspondence of George B. McClellan;9780807134511;9780807136584;9780807136584
On The Prejudices, Predilections, and Firm Beliefs of William Faulkner;9780807128695;9780807149447;9780807149447
Normans and Saxons;9780807133125;9780807134337;9780807134337
Patient Citizens, Immigrant Mothers;9780813551418;9780813552019;9780813552019
A Basket of Flaming Ashes;9789956616565;9789956616855;9789956616855
A Dictionary of Popular Bali Names;9789956616473;9789956616732;9789956616732
A Dirty Game;9789956579709;9789956579358;9789956579358
A Fallen Citadel and Other Poems;9789956727391;9789956727537;9789956727537
A Fine Balance;9781920409777;9781920409852;9781920409852
A Handbook for Public Prosecutors;9789987080076;9789987081011;9789987081011
A Legend of the Dead;9789956558704;9789956579716;9789956579716
A Practical Guide to Understanding Ciyawo;9789990887853;9789996025280;9789996025280
Absent. The English Teacher;9781779220820;9781779221155;9781779221155
Academic Freedom and the Social Responsibilities of Academics in Tanzania;9782869782433;9782869783836;9782869783836
Accumulation in an African Periphery;9789987080311;9789987081509;9789987081509
Administrative Law in Tanzania. A Digest of Cases;9789987449507;9789987081066;9789987081066
Africa at a Glance;9780798303033;9780798303309;9780798303309
Africa Focus Debates on Contemporary Contentious Biomedical Issues;9789956726028;9789956726882;9789956726882
African Belief and Knowledge Systems;9789956726851;9789956726295;9789956726295
African Christianity;9789966150691;9789966040152;9789966040152
African Land Questions, Agrarian Transitions and the State;9782869782020;9782869783843;9782869783843
African Researchers and Decision-makers. Building Synergy for Development;9782869782600;9782869783850;9782869783850
African Studies in Geography from Below;9782869782310;9782869783867;9782869783867
Africa's Big Five and Other Wildlife Filmmakers;9789966724496;9789966151049;9789966151049
Africa's Political Wastelands: The Bastardization of Cameroon;9789956558629;9789956715121;9789956715121
Afrikology and Transdisciplinarity;9780798303026;9780798303149;9780798303149
Afrikology, Philosophy and Wholeness;9780798302555;9780798303217;9780798303217
Against the Odds;9781779221681;9781779221766;9781779221766
Ako-Aya: A Cameroorian Pioneer in Daring Journalism and Social Commentary;9789956616596;9789956578726;9789956578726
Amady Aly Dieng Memoires díun Etudiant Africain Volume 1;9782869784819;9782869785298;9782869785298
Amady Aly Dieng Memoires díun Etudiant Africain Volume II;9782869784949;9782869785328;9782869785328
Anxiety in Mosaic;9789956578146;9789956578078;9789956578078
Socrates in Cameroon;9789956578085;9789956579495;9789956579495
Archie Mafeje;9780798302869;9780798303354;9780798303354
Armee et politique au Niger;9782869782167;9782869783874;9782869783874
Azanian Love Song;9780620394864;9780981439860;9780981439860
Babi Yar Symphony;9789956558513;9789956715367;9789956715367
Bare and Breaking;9781920397975;9781920590307;9781920590307
Becoming Zimbabwe. A History from the Pre-colonial Period to 2008;9781779220837;9781779221216;9781779221216
Betrayal of Too Trusting a People. The UN, the UK and the Trust Territory of the Southern Cameroons;9789956558810;9789956715602;9789956715602
Beware the Drives;9789956558858;9789956715848;9789956715848
Beyond Memory;9781920299286;9781920355906;9781920355906
Beyond Proprietorship. Murphreeís Laws on Community-Based Natural Resource Management in Southern Africa;9781779220721;9781779221179;9781779221179
Beyond the Enclave;9781779221513;9781779221605;9781779221605
Bi Tirga;9789956578801;9789956579907;9789956579907
Black Caps and Red Feathers;9789956578382;9789956578191;9789956578191
Bleeding Red;9789956578269;9789956578894;9789956578894
Blessing;9789956717231;9789956726967;9789956726967
Born to Rule;9789956558421;9789956715138;9789956715138
Bulozi under the Luyana Kings;9789982240529;9789982240321;9789982240321
Burnt Offering;9780980272949;9781920397159;9781920397159
Cameroon Grassfields Civilization;9789956727902;9789956727698;9789956727698
Cameroon Political Story;9789956717774;9789956717828;9789956717828
Cameroon: The Stakes and Challenges of Governance and Development;9789956558452;9789956715619;9789956715619
Cameroon's Social Democratic Front: Its History and Prospects as an Opposition Political Party (1990-2011);9789956558162;9789956715855;9789956715855
Challenge of Culture in Africa;9789956578986;9789956579730;9789956579730
Challenges to Identifying and Managing Intangible Cultural Heritage in Mauritius, Zanzibar and Seychelles;9782869782150;9782869783898;9782869783898
Cheche: Reminiscences of a Radical Magazine;9789987080984;9789987081363;9789987081363
Child Domestic Workers in Zimbabwe;9781779220448;9781779221353;9781779221353
Children and Youth in the Labour Process in Africa;9782869782518;9782869783904;9782869783904
Chopchair;9789956616138;9789956715268;9789956715268
Citizen of Zimbabwe;9781779221056;9781779221391;9781779221391
