title;issn;eissn;pid;lien
"The Journal of Behavioral Health Services &amp; Research";1094-3412;1556-3308;11414;http://link.springer.com/journal/11414
The Journal of Comparative Germanic Linguistics;1383-4924;1572-8552;10828;http://link.springer.com/journal/10828
The Journal of Economic Inequality;1569-1721;1573-8701;10888;http://link.springer.com/journal/10888
The Journal of Ethics;1382-4554;1572-8609;10892;http://link.springer.com/journal/10892
The Journal of Headache and Pain;1129-2369;1129-2377;10194;http://link.springer.com/journal/10194
The Journal of Indian Prosthodontic Society;0972-4052;1998-4057;13191;http://link.springer.com/journal/13191
The Journal of Mathematical Neuroscience (JMN);;2190-8567;13408;http://link.springer.com/journal/13408
The Journal of Membrane Biology;0022-2631;1432-1424;232;http://link.springer.com/journal/232
"The journal of nutrition, health &amp; aging";1279-7707;1760-4788;12603;http://link.springer.com/journal/12603
The Journal of Obstetrics and Gynecology of India;0971-9202;0975-6434;13224;http://link.springer.com/journal/13224
The Journal of Physiological Sciences;1880-6546;1880-6562;12576;http://link.springer.com/journal/12576
The Journal of Primary Prevention;0278-095X;1573-6547;10935;http://link.springer.com/journal/10935
The Journal of Real Estate Finance and Economics;0895-5638;1573-045X;11146;http://link.springer.com/journal/11146
The Journal of Supercomputing;0920-8542;1573-0484;11227;http://link.springer.com/journal/11227
The Journal of Sustainable Product Design;1367-6679;1573-1588;10970;http://link.springer.com/journal/10970
The Journal of Technology Transfer;0892-9912;1573-7047;10961;http://link.springer.com/journal/10961
The Journal of the Astronautical Sciences;0021-9142;;40295;http://link.springer.com/journal/40295
The Journal of Value Inquiry;0022-5363;1573-0492;10790;http://link.springer.com/journal/10790
The Mathematical Intelligencer;0343-6993;1866-7414;283;http://link.springer.com/journal/283
The Nucleus;0029-568X;0976-7975;13237;http://link.springer.com/journal/13237
The Patient - Patient-Centered Outcomes Research;1178-1653;1178-1661;40271;http://link.springer.com/journal/40271
The Physics of Metals and Metallography;0031-918X;1555-6190;11508;http://link.springer.com/journal/11508
The Protein Journal;1572-3887;1573-4943;10930;http://link.springer.com/journal/10930
The Quarterly Journal of Austrian Economics;1098-3708;1936-4806;12113;http://link.springer.com/journal/12113
The Ramanujan Journal;1382-4090;1572-9303;11139;http://link.springer.com/journal/11139
The Review of Austrian Economics;0889-3047;1573-7128;11138;http://link.springer.com/journal/11138
The Review of Black Political Economy;0034-6446;1936-4814;12114;http://link.springer.com/journal/12114
The Review of International Organizations;1559-7431;1559-744X;11558;http://link.springer.com/journal/11558
The Review of Socionetwork Strategies;;1867-3236;12626;http://link.springer.com/journal/12626
The Urban Review;0042-0972;1573-1960;11256;http://link.springer.com/journal/11256
The Visual Computer;0178-2789;1432-2315;371;http://link.springer.com/journal/371
The VLDB Journal;1066-8888;0949-877X;778;http://link.springer.com/journal/778
Theoretical and Applied Climatology;0177-798X;1434-4483;704;http://link.springer.com/journal/704
Theoretical and Applied Genetics;0040-5752;1432-2242;122;http://link.springer.com/journal/122
Theoretical and Computational Fluid Dynamics;0935-4964;1432-2250;162;http://link.springer.com/journal/162
Theoretical and Experimental Chemistry;0040-5760;1573-935X;11237;http://link.springer.com/journal/11237
Theoretical and Mathematical Physics;0040-5779;1573-9333;11232;http://link.springer.com/journal/11232
Theoretical Biology and Medical Modelling;;1742-4682;12976;http://link.springer.com/journal/12976
Theoretical Chemistry Accounts;1432-881X;1432-2234;214;http://link.springer.com/journal/214
Theoretical Ecology;1874-1738;1874-1746;12080;http://link.springer.com/journal/12080
Theoretical Foundations of Chemical Engineering;0040-5795;1608-3431;11236;http://link.springer.com/journal/11236
Theoretical Medicine and Bioethics;1386-7415;1573-1200;11017;http://link.springer.com/journal/11017
Theory and Decision;0040-5833;1573-7187;11238;http://link.springer.com/journal/11238
Theory and Society;0304-2421;1573-7853;11186;http://link.springer.com/journal/11186
Theory in Biosciences;1431-7613;1611-7530;12064;http://link.springer.com/journal/12064
Theory of Computing Systems;1432-4350;1433-0490;224;http://link.springer.com/journal/224
Thermal Engineering;0040-6015;1555-6301;11509;http://link.springer.com/journal/11509
Thermophysics and Aeromechanics;0869-8643;1531-8699;11510;http://link.springer.com/journal/11510
Thrombosis Journal;;1477-9560;12959;http://link.springer.com/journal/12959
Thyroid Research;;1756-6614;13044;http://link.springer.com/journal/13044
Tijdschrift voor Gerontologie en Geriatrie;0167-9228;1875-6832;12439;http://link.springer.com/journal/12439
Tijdschrift voor Gezondheidsrecht;0165-0874;1875-6794;12502;http://link.springer.com/journal/12502
Tijdschrift voor gezondheidswetenschappen;1388-7491;1876-8776;12508;http://link.springer.com/journal/12508
Tijdschrift voor Kindergeneeskunde;0376-7442;1875-6840;12456;http://link.springer.com/journal/12456
Tijdschrift voor Medisch Onderwijs;1389-6555;1876-5157;12507;http://link.springer.com/journal/12507
Tijdschrift voor Ouderengeneeskunde;1386-1514;1875-6875;12500;http://link.springer.com/journal/12500
Tijdschrift voor praktijkondersteuning;1872-4078;1876-5416;12503;http://link.springer.com/journal/12503
Tijdschrift voor Psychotherapie;0165-1188;1876-5637;12485;http://link.springer.com/journal/12485
Tijdschrift voor Urologie;2211-3037;2211-4718;13629;http://link.springer.com/journal/13629
Tissue Engineering and Regenerative Medicine;1738-2696;;13770;http://link.springer.com/journal/13770
Tobacco Induced Diseases;;1617-9625;12971;http://link.springer.com/journal/12971
TOP;1134-5764;1863-8279;11750;http://link.springer.com/journal/11750
Topics in Catalysis;1022-5528;1572-9028;11244;http://link.springer.com/journal/11244
Topoi;0167-7411;1572-8749;11245;http://link.springer.com/journal/11245
Toxicological Reviews;1176-2551;;40287;http://link.springer.com/journal/40287
Toxicology and Environmental Health Sciences;2005-9752;2233-7784;13530;http://link.springer.com/journal/13530
Trabajos de Estadistica;0213-8190;;12535;http://link.springer.com/journal/12535
Trabajos de Estadistica Y de Investigacion Operativa;0041-0241;;12536;http://link.springer.com/journal/12536
Trabajos de Investigacion Operativa;0213-8204;;12537;http://link.springer.com/journal/12537
Transactions of the Indian Institute of Metals;0972-2815;0975-1645;12666;http://link.springer.com/journal/12666
Transactions of the Royal Academy of Medicine in Ireland;0790-2352;;12680;http://link.springer.com/journal/12680
Transactions of Tianjin University;1006-4982;1995-8196;12209;http://link.springer.com/journal/12209
Transformation Groups;1083-4362;1531-586X;31;http://link.springer.com/journal/31
Transgenic Research;0962-8819;1573-9368;11248;http://link.springer.com/journal/11248
Transition Metal Chemistry;0340-4285;1572-901X;11243;http://link.springer.com/journal/11243
Transition Studies Review;1614-4007;1614-4015;11300;http://link.springer.com/journal/11300
Translational Behavioral Medicine;1869-6716;1613-9860;13142;http://link.springer.com/journal/13142
Translational Neurodegeneration;;2047-9158;40035;http://link.springer.com/journal/40035
Translational Neuroscience;2081-3856;2081-6936;13380;http://link.springer.com/journal/13380
Translational Stroke Research;1868-4483;1868-601X;12975;http://link.springer.com/journal/12975
Transplant International;0934-0874;1432-2277;147;http://link.springer.com/journal/147
Transplantation Research;;2047-1440;13737;http://link.springer.com/journal/13737
Transport in Porous Media;0169-3913;1573-1634;11242;http://link.springer.com/journal/11242
Transportation;0049-4488;1572-9435;11116;http://link.springer.com/journal/11116
Trauma und Berufskrankheit;1436-6274;1436-6282;10039;http://link.springer.com/journal/10039
Treatments in Endocrinology;1175-6349;1177-4940;40288;http://link.springer.com/journal/40288
Treatments in Respiratory Medicine;1176-3450;;40289;http://link.springer.com/journal/40289
"Tree Genetics &amp; Genomes";1614-2942;1614-2950;11295;http://link.springer.com/journal/11295
Trees;0931-1890;1432-2285;468;http://link.springer.com/journal/468
Trends in Organized Crime;1084-4791;1936-4830;12117;http://link.springer.com/journal/12117
Trials;;1745-6215;13063;http://link.springer.com/journal/13063
Tribology Letters;1023-8883;1573-2711;11249;http://link.springer.com/journal/11249
Tropical Animal Health and Production;0049-4747;1573-7438;11250;http://link.springer.com/journal/11250
Tropical Plant Biology;1935-9756;1935-9764;12042;http://link.springer.com/journal/12042
Tumor Biology;1010-4283;1423-0380;13277;http://link.springer.com/journal/13277
Ukrainian Mathematical Journal;0041-5995;1573-9376;11253;http://link.springer.com/journal/11253
Universal Access in the Information Society;1615-5289;1615-5297;10209;http://link.springer.com/journal/10209
Updates in Surgery;2038-131X;2038-3312;13304;http://link.springer.com/journal/13304
Urban Ecosystems;1083-8155;1573-1642;11252;http://link.springer.com/journal/11252
Urban Forum;1015-3802;1874-6330;12132;http://link.springer.com/journal/12132
Urolithiasis;2194-7228;2194-7236;240;http://link.springer.com/journal/240
Urologic radiology;0171-1091;;290;http://link.springer.com/journal/290
User Modeling and User-Adapted Interaction;0924-1868;1573-1391;11257;http://link.springer.com/journal/11257
uwf UmweltWirtschaftsForum;0943-3481;1432-2293;550;http://link.springer.com/journal/550
Vascular Cell;;2045-824X;13221;http://link.springer.com/journal/13221
Vegetation History and Archaeobotany;0939-6314;1617-6278;334;http://link.springer.com/journal/334
Verslaving;1574-1842;1875-7073;12501;http://link.springer.com/journal/12501
Vestnik St. Petersburg University: Mathematics;1063-4541;1934-7855;11988;http://link.springer.com/journal/11988
Veterinary Research;;1297-9716;13567;http://link.springer.com/journal/13567
Veterinary Research Communications;0165-7380;1573-7446;11259;http://link.springer.com/journal/11259
Vietnam Journal of Mathematics;2305-221X;2305-2228;10013;http://link.springer.com/journal/10013
Virchows Archiv;0945-6317;1432-2307;428;http://link.springer.com/journal/428
Virchows Archiv B;0340-6075;;443;http://link.springer.com/journal/443
Virologica Sinica;1674-0769;1995-820X;12250;http://link.springer.com/journal/12250
Virology Journal;;1743-422X;12985;http://link.springer.com/journal/12985
Virtual Reality;1359-4338;1434-9957;10055;http://link.springer.com/journal/10055
Virus Genes;0920-8569;1572-994X;11262;http://link.springer.com/journal/11262
Visual Geosciences;1863-4613;1610-2924;10069;http://link.springer.com/journal/10069
Vocations and Learning;1874-785X;1874-7868;12186;http://link.springer.com/journal/12186
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations;0957-8765;1573-7888;11266;http://link.springer.com/journal/11266
Waste and Biomass Valorization;1877-2641;1877-265X;12649;http://link.springer.com/journal/12649
Water History;1877-7236;1877-7244;12685;http://link.springer.com/journal/12685
Water Quality and Ecosystems Modeling;1388-266X;1573-1669;11279;http://link.springer.com/journal/11279
Water Quality, Exposure and Health;1876-1658;1876-1666;12403;http://link.springer.com/journal/12403
Water Resources;0097-8078;1608-344X;11268;http://link.springer.com/journal/11268
Water Resources Management;0920-4741;1573-1650;11269;http://link.springer.com/journal/11269
"Water, Air, &amp; Soil Pollution";0049-6979;1573-2932;11270;http://link.springer.com/journal/11270
"Water, Air, &amp; Soil Pollution: Focus";1567-7230;1573-2940;11267;http://link.springer.com/journal/11267
Welding in the World;0043-2288;1878-6669;40194;http://link.springer.com/journal/40194
Welding International;0950-7116;1573-9449;11271;http://link.springer.com/journal/11271
Wetlands;0277-5212;1943-6246;13157;http://link.springer.com/journal/13157
Wetlands Ecology and Management;0923-4861;1572-9834;11273;http://link.springer.com/journal/11273
Wiener klinische Wochenschrift;0043-5325;1613-7671;508;http://link.springer.com/journal/508
Wiener klinische Wochenschrift Education;1863-3579;1863-3765;11812;http://link.springer.com/journal/11812
Wiener klinisches Magazin;1869-1757;1613-7817;740;http://link.springer.com/journal/740
Wiener Medizinische Wochenschrift;0043-5341;1563-258X;10354;http://link.springer.com/journal/10354
Wireless Networks;1022-0038;1572-8196;11276;http://link.springer.com/journal/11276
Wireless Personal Communications;0929-6212;1572-834X;11277;http://link.springer.com/journal/11277
Wirtschaftsdienst;0043-6275;1613-978X;10273;http://link.springer.com/journal/10273
WIRTSCHAFTSINFORMATIK;0937-6429;1861-8936;11576;http://link.springer.com/journal/11576
Wirtschaftsrechtliche BlÃ¤tter;0930-3855;1864-3434;718;http://link.springer.com/journal/718
wissen kompakt;1863-2637;2190-3816;11838;http://link.springer.com/journal/11838
WMU Journal of Maritime Affairs;1651-436X;1654-1642;13437;http://link.springer.com/journal/13437
Wohnrechtliche BlÃ¤tter;0933-2766;1613-7647;719;http://link.springer.com/journal/719
Wood Science and Technology;0043-7719;1432-5225;226;http://link.springer.com/journal/226
World Journal of Emergency Surgery;;1749-7922;13017;http://link.springer.com/journal/13017
World Journal of Microbiology and Biotechnology;0959-3993;1573-0972;11274;http://link.springer.com/journal/11274
World Journal of Pediatrics;1708-8569;1867-0687;12519;http://link.springer.com/journal/12519
World Journal of Surgery;0364-2313;1432-2323;268;http://link.springer.com/journal/268
World Journal of Surgical Oncology;;1477-7819;12957;http://link.springer.com/journal/12957
World Journal of Urology;0724-4983;1433-8726;345;http://link.springer.com/journal/345
World Wide Web;1386-145X;1573-1413;11280;http://link.springer.com/journal/11280
